交差点番号,管理者名,交差点名,地先名,緯度,経度,路線名
6543570143,オホーツク総合振興局 網走建設管理部,川東３６３,北見市川東３８番１２,43.798205384 ,143.914941618 ,"[{'RosenName': '主要地方道 北海道122号線 北見端野美幌線', 'KitenNodeNo': '6543570128', 'SyutenNodeNo': '6543571487'}, {'RosenName': '一般都道府県道 北海道217号線 北見美幌線', 'KitenNodeNo': '', 'SyutenNodeNo': '6543572250'}]"
6543570155,オホーツク総合振興局 網走建設管理部,,北見市川向,43.825474158 ,143.950582393 ,"[{'RosenName': '主要地方道 北海道122号線 北見端野美幌線', 'KitenNodeNo': '6543570160', 'SyutenNodeNo': '6544500474'}, {'RosenName': '一般都道府県道 北海道556号線 緋牛内北見線', 'KitenNodeNo': '6543571509', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '', 'SyutenNodeNo': '6543572265'}]"
6543570259,オホーツク総合振興局 網走建設管理部,,北見市緑ケ丘三丁目２６,43.824209091 ,143.873035349 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571797', 'SyutenNodeNo': '6543561190'}, {'RosenName': '市町村道 北見市97117号線 複線（715） 緑ヶ丘１９号道路\u3000路線番号６５２', 'KitenNodeNo': '', 'SyutenNodeNo': '6543570255'}]"
6543570689,オホーツク総合振興局 網走建設管理部,,北見市美山町,43.825217840 ,143.888396387 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543572085', 'SyutenNodeNo': '6543570063'}]"
6543570960,オホーツク総合振興局 網走建設管理部,,北見市東陵町１１６,43.826555589 ,143.900136898 ,"[{'RosenName': '市町村道 北見市97117号線 複線（721） ９７１１７号複線７２１', 'KitenNodeNo': '6543570941', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571026', 'SyutenNodeNo': '6543571450'}, {'RosenName': '市町村道 北見市97117号線 複線（758） ９７１１７号複線７５８', 'KitenNodeNo': '', 'SyutenNodeNo': '6543572539'}]"
6543571026,オホーツク総合振興局 網走建設管理部,,北見市文京町、東陵町,43.824251862 ,143.904686639 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571048', 'SyutenNodeNo': '6543570960'}]"
6543571048,オホーツク総合振興局 網走建設管理部,,北見市文京町、東陵町,43.823676971 ,143.905786578 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571074', 'SyutenNodeNo': '6543571026'}]"
6543571074,オホーツク総合振興局 網走建設管理部,,北見市公園町１６６,43.822760479 ,143.907603141 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571100', 'SyutenNodeNo': '6543571048'}, {'RosenName': '市町村道 北見市97117号線 複線（618） ９７１１７号複線６１８', 'KitenNodeNo': '6543571068', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 北見市97117号線 複線（642） ９７１１７号複線６４２', 'KitenNodeNo': '', 'SyutenNodeNo': '6543572473'}]"
6543571100,オホーツク総合振興局 網走建設管理部,,北見市公園町,43.821889810 ,143.909282214 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571107', 'SyutenNodeNo': '6543571074'}]"
6543571107,オホーツク総合振興局 網走建設管理部,,北見市公園町,43.821627360 ,143.909803017 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571126', 'SyutenNodeNo': '6543571100'}]"
6543571126,オホーツク総合振興局 網走建設管理部,,北見市公園町,43.821123290 ,143.910794628 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571963', 'SyutenNodeNo': '6543571107'}]"
6543571447,オホーツク総合振興局 網走建設管理部,,北見市東陵町,43.827755362 ,143.897803696 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571450', 'SyutenNodeNo': '6543572086'}]"
6543571450,オホーツク総合振興局 網走建設管理部,,北見市文京町、東陵町,43.827467916 ,143.898337001 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543570960', 'SyutenNodeNo': '6543571447'}]"
6543571487,オホーツク総合振興局 網走建設管理部,,北見市川東,43.800505183 ,143.917162096 ,"[{'RosenName': '主要地方道 北海道122号線 北見端野美幌線', 'KitenNodeNo': '6543570143', 'SyutenNodeNo': '6543571492'}, {'RosenName': '市町村道 北見市1240号線 川東５号道路', 'KitenNodeNo': '', 'SyutenNodeNo': '654357F035'}]"
6543571492,オホーツク総合振興局 網走建設管理部,,北見市川東,43.803921551 ,143.920482400 ,"[{'RosenName': '主要地方道 北海道122号線 北見端野美幌線', 'KitenNodeNo': '6543571487', 'SyutenNodeNo': '6543570160'}, {'RosenName': '市町村道 北見市133号線 複線（1） 川東通道路', 'KitenNodeNo': '', 'SyutenNodeNo': '6543571505'}]"
6543571509,オホーツク総合振興局 網走建設管理部,,北見市端野町字川向,43.833944228 ,143.958106143 ,"[{'RosenName': '一般都道府県道 北海道556号線 緋牛内北見線', 'KitenNodeNo': '6543670242', 'SyutenNodeNo': '6543570155'}]"
6543571525,オホーツク総合振興局 網走建設管理部,,北見市北光,43.787688606 ,143.875333414 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543560851', 'SyutenNodeNo': '6543571924'}, {'RosenName': '主要地方道 北海道27号線 北見津別線', 'KitenNodeNo': '6543571821', 'SyutenNodeNo': '6543572047'}]"
6543571587,オホーツク総合振興局 網走建設管理部,,北見市本町,43.799883038 ,143.877594894 ,"[{'RosenName': '主要地方道 北海道7号線 北見常呂線', 'KitenNodeNo': '6543571930', 'SyutenNodeNo': '6543571632'}, {'RosenName': '市町村道 北見市11号線 本町４線', 'KitenNodeNo': '', 'SyutenNodeNo': '6543572025'}]"
6543571611,オホーツク総合振興局 網走建設管理部,,北見市清月町７番地,43.805375017 ,143.905533659 ,"[{'RosenName': '市町村道 北見市5号線 清月町東３号線', 'KitenNodeNo': '6543571012', 'SyutenNodeNo': '6543571067'}, {'RosenName': '一般都道府県道 北海道217号線 北見美幌線', 'KitenNodeNo': '6543571857', 'SyutenNodeNo': '6543571854'}]"
6543571632,オホーツク総合振興局 網走建設管理部,,北見市北進町２５１番１,43.804424133 ,143.877027976 ,"[{'RosenName': '市町村道 北見市32号線 山下通道路線', 'KitenNodeNo': '', 'SyutenNodeNo': '6543560622'}, {'RosenName': '主要地方道 北海道7号線 北見常呂線', 'KitenNodeNo': '6543571587', 'SyutenNodeNo': '6543571972'}]"
6543571664,オホーツク総合振興局 網走建設管理部,花月町２４,北見市高栄東町,43.816997552 ,143.875464777 ,"[{'RosenName': '市町村道 北見市6号線 中央大通線', 'KitenNodeNo': '6543570041', 'SyutenNodeNo': ''}, {'RosenName': '主要地方道 北海道7号線 北見常呂線', 'KitenNodeNo': '6543571972', 'SyutenNodeNo': '6543571797'}]"
6543571795,オホーツク総合振興局 網走建設管理部,常盤町１丁目,北見市常盤町,43.791901197 ,143.892535738 ,"[{'RosenName': '市町村道 北見市29号線 中ノ島通道路線', 'KitenNodeNo': '6543571430', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道261号線 置戸福野北見線', 'KitenNodeNo': '6543572242', 'SyutenNodeNo': '6543572058'}]"
6543571797,オホーツク総合振興局 網走建設管理部,緑ケ丘３６,北見市緑ケ丘,43.824309132 ,143.874556037 ,"[{'RosenName': '主要地方道 北海道7号線 北見常呂線', 'KitenNodeNo': '6543571664', 'SyutenNodeNo': '6543570016'}, {'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543570063', 'SyutenNodeNo': '6543570259'}]"
6543571821,オホーツク総合振興局 網走建設管理部,とん田西町４７４,北見市とん田東町,43.794233748 ,143.878303541 ,"[{'RosenName': '主要地方道 北海道27号線 北見津別線', 'KitenNodeNo': '6543571930', 'SyutenNodeNo': '6543571525'}, {'RosenName': '市町村道 北見市2号線 南大通道路', 'KitenNodeNo': '6543571812', 'SyutenNodeNo': '6543572058'}]"
6543571854,オホーツク総合振興局 網走建設管理部,,北見市清月町１８番２,43.800817130 ,143.902471741 ,"[{'RosenName': '主要地方道 北海道122号線 北見端野美幌線', 'KitenNodeNo': '6543570116', 'SyutenNodeNo': '6543570128'}, {'RosenName': '一般都道府県道 北海道217号線 北見美幌線', 'KitenNodeNo': '6543571611', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 北見市2号線 南大通道路', 'KitenNodeNo': '6543571840', 'SyutenNodeNo': ''}]"
6543571857,オホーツク総合振興局 網走建設管理部,桜町６丁目,北見市桜町６丁目３８番地,43.809528819 ,143.909524685 ,"[{'RosenName': '市町村道 北見市2号線 南大通道路', 'KitenNodeNo': '', 'SyutenNodeNo': '6543570149'}, {'RosenName': '市町村道 北見市14号線 川東東４号線', 'KitenNodeNo': '6543571123', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道217号線 北見美幌線', 'KitenNodeNo': '6543571957', 'SyutenNodeNo': '6543571611'}]"
6543571924,オホーツク総合振興局 網走建設管理部,,北見市花園町６１４番１,43.787726478 ,143.886099101 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571525', 'SyutenNodeNo': '6543572242'}]"
6543571964,オホーツク総合振興局 網走建設管理部,,北見市小泉３８２番,43.834943186 ,143.931908453 ,"[{'RosenName': '市町村道 北見市31号線 小泉道路線', 'KitenNodeNo': '6543571959', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '6543572098', 'SyutenNodeNo': '6543670085'}, {'RosenName': '市町村道 北見市110号線 １０号線', 'KitenNodeNo': '', 'SyutenNodeNo': '654367F003'}]"
6543571972,オホーツク総合振興局 網走建設管理部,美芳町２丁目,北見市寿町,43.809377677 ,143.876427699 ,"[{'RosenName': '市町村道 北見市25号線 夕陽ケ丘通道路線', 'KitenNodeNo': '6543571981', 'SyutenNodeNo': '6543561187'}, {'RosenName': '主要地方道 北海道7号線 北見常呂線', 'KitenNodeNo': '6543571632', 'SyutenNodeNo': '6543571664'}]"
6543572047,オホーツク総合振興局 網走建設管理部,広明町,北見市北上,43.783868174 ,143.873550497 ,"[{'RosenName': '市町村道 北見市2846号線 北光通', 'KitenNodeNo': '6543560445', 'SyutenNodeNo': ''}, {'RosenName': '主要地方道 北海道27号線 北見津別線', 'KitenNodeNo': '6543571525', 'SyutenNodeNo': '6543561337'}, {'RosenName': '一般都道府県道 北海道261号線 置戸福野北見線', 'KitenNodeNo': '', 'SyutenNodeNo': '6543572242'}]"
6543572058,オホーツク総合振興局 網走建設管理部,,北見市常盤町４丁目１９番地６,43.795163287 ,143.892135557 ,"[{'RosenName': '一般都道府県道 北海道261号線 置戸福野北見線', 'KitenNodeNo': '6543571795', 'SyutenNodeNo': '6543571945'}, {'RosenName': '市町村道 北見市2号線 南大通道路', 'KitenNodeNo': '6543571821', 'SyutenNodeNo': '6543571838'}]"
6543572085,オホーツク総合振興局 網走建設管理部,,北見市東陵町１９０,43.825663703 ,143.890771141 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543572086', 'SyutenNodeNo': '6543570689'}, {'RosenName': '市町村道 北見市97117号線 複線（672） ９７１１７号複線６７２', 'KitenNodeNo': '', 'SyutenNodeNo': '6543570763'}, {'RosenName': '市町村道 北見市97117号線 複線（659） 東陵東５号道路', 'KitenNodeNo': '6543571914', 'SyutenNodeNo': ''}]"
6543572086,オホーツク総合振興局 網走建設管理部,,北見市東陵町,43.828880132 ,143.895133030 ,"[{'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571447', 'SyutenNodeNo': '6543572085'}]"
6543572242,オホーツク総合振興局 網走建設管理部,,北見市花園町,43.787222618 ,143.893110999 ,"[{'RosenName': '一般都道府県道 北海道261号線 置戸福野北見線', 'KitenNodeNo': '6543572047', 'SyutenNodeNo': '6543571795'}, {'RosenName': '一般都道府県道 北海道943号線 北見環状線', 'KitenNodeNo': '6543571924', 'SyutenNodeNo': ''}]"
6543610005,オホーツク総合振興局 網走建設管理部,,遠軽町字白滝７７８番地,43.884402712 ,143.181902755 ,"[{'RosenName': '一般都道府県道 北海道558号線 白滝原野白滝停車場線', 'KitenNodeNo': '6543610003', 'SyutenNodeNo': '6543610010'}]"
6543610036,オホーツク総合振興局 網走建設管理部,,遠軽町白滝北支湧別,43.868458386 ,143.169254968 ,"[{'RosenName': '一般都道府県道 北海道558号線 白滝原野白滝停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6543610003'}, {'RosenName': '一般都道府県道 北海道97147号線 複線（31） ９７１４７号複線３', 'KitenNodeNo': '6543610034', 'SyutenNodeNo': ''}]"
6543670027,オホーツク総合振興局 網走建設管理部,,北見市端野町字川向,43.843539223 ,143.967421322 ,"[{'RosenName': '一般都道府県道 北海道556号線 緋牛内北見線', 'KitenNodeNo': '6543670129', 'SyutenNodeNo': '6543670242'}]"
6543670029,オホーツク総合振興局 網走建設管理部,,北見市端野町字協和,43.852809243 ,143.976299061 ,"[{'RosenName': '一般都道府県道 北海道556号線 緋牛内北見線', 'KitenNodeNo': '6543670034', 'SyutenNodeNo': '6543670129'}]"
6543670034,オホーツク総合振興局 網走建設管理部,,北見市端野町字協和,43.854250753 ,143.976807251 ,"[{'RosenName': '一般都道府県道 北海道556号線 緋牛内北見線', 'KitenNodeNo': '6543670249', 'SyutenNodeNo': '6543670029'}]"
6543670085,オホーツク総合振興局 網走建設管理部,,北見市端野町三区,43.839492746 ,143.935099525 ,"[{'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '6543571964', 'SyutenNodeNo': '6543670093'}]"
6543670093,オホーツク総合振興局 網走建設管理部,,北見市端野町三区,43.844004809 ,143.938261436 ,"[{'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '6543670085', 'SyutenNodeNo': '6543670096'}]"
6543670096,オホーツク総合振興局 網走建設管理部,,北見市端野町端野,43.845858796 ,143.939552861 ,"[{'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '6543670093', 'SyutenNodeNo': '6543670104'}, {'RosenName': '市町村道 北見市97151号線 複線（82） ９７１５１号複線８２', 'KitenNodeNo': '', 'SyutenNodeNo': '6543670206'}]"
6543670104,オホーツク総合振興局 網走建設管理部,,北見市端野町端野,43.848529371 ,143.941423346 ,"[{'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '6543670096', 'SyutenNodeNo': '6543670105'}]"
6543670105,オホーツク総合振興局 網走建設管理部,,北見市端野町端野,43.850887476 ,143.943081370 ,"[{'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '6543670104', 'SyutenNodeNo': '6543670109'}]"
6543670109,オホーツク総合振興局 網走建設管理部,,北見市端野町端野,43.853041435 ,143.944622753 ,"[{'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '6543670105', 'SyutenNodeNo': '6543670110'}]"
6543670110,オホーツク総合振興局 網走建設管理部,,北見市端野町端野,43.854220462 ,143.944714332 ,"[{'RosenName': '一般都道府県道 北海道1024号線 川向端野線', 'KitenNodeNo': '6543670109', 'SyutenNodeNo': '6543670308'}]"
6543670129,オホーツク総合振興局 網走建設管理部,,北見市端野町字協和,43.844830777 ,143.968662789 ,"[{'RosenName': '一般都道府県道 北海道556号線 緋牛内北見線', 'KitenNodeNo': '6543670029', 'SyutenNodeNo': '6543670027'}]"
